1024	3.67153426 1078750360 262885 1.50137046 135668652 394088
1056	2.06623473 1259915970 279537 1.65301013 148777047 419063
1088	2.40235860 1333497288 296701 1.81891620 162644738 444807
1120	2.32270740 1503535258 314377 1.89530326 177391887 471319
1152	3.70449280 1556107104 332565 2.07345433 192946852 498600
1184	2.83466853 1776347690 351265 2.23357180 209458867 526648
1216	3.32431720 1861662486 370477 2.44894493 226822545 555464
1248	3.33967020 2080312032 390201 2.60211526 245174575 585048
1280	9.65519720 2116065588 410437 3.09143426 264412025 615400
