100000 0.274745	0.064330
200000 0.542866	0.137965
300000 0.823276	0.212370
400000 1.082774	0.266582
500000 1.340351	0.352421
600000 1.727366	0.388705
700000 1.842811	0.465700
800000 2.142628	0.530891
900000 2.361806	0.572659
1000000 2.459187	0.654399
