1024	.00354733	.00147186
2048	.05471280	.00576406
3072	.15160166	.01312306
4096	.26488206	.02330386
5120	.41609093	.03646226
6144	.58729926	.05280253
7168	.75858113	.07153273
8192	.97788686	.09320466
9216	1.16087806	.11823140
10240	1.38848333	.14578593
11264	1.63935700	.17626466
12288	1.88880340	.20978026
13312	2.15759593	.24590160
14336	2.46025066	.28658313
15360	2.77881020	.32733973
16384	3.17847706	.37288893
